what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1288257096696
java.version,sysinfo,,,"1.6.0_22",1288257096696
java.vm.info,sysinfo,,,"mixed mode, sharing",1288257096696
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1288257096696
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1288257096696
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1288257096696
java.vm.specification.version,sysinfo,,,"1.0",1288257096696
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1288257096696
java.vm.version,sysinfo,,,"17.1-b03",1288257096696
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1288257096713
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1288257096754
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1288257096834
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1288257096843
started,bundle,org.codebeamer.hgeclipse.transition,1.5.1.TRANSITION,"org.codebeamer.hgeclipse.transition",1288257096846
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1288257097013
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1288257097080
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257391417
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1288257391425
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257393792
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257393878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257394795
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257462991
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1288257465351
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1288257465358
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1288257465376
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257474933
started,bundle,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms",1288257478875
started,bundle,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.adt",1288257478967
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1288257479377
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1288257479385
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1288257488975
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257488995
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257492084
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257494116
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288257497499
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258099344
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258104775
error,log,,,"Failed to load properties file for project '3Dtest'",1288258157968
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1288258158013
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1288258158044
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1288258158170
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1288258158190
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1288258158200
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1288258158261
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1288258158270
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1288258158283
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1288258158301
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1288258158336
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1288258158343
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1288258158370
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1288258158396
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1288258158422
started,bundle,org.eclipse.jst.jee.ui,1.0.302.v201009011600,"org.eclipse.jst.jee.ui",1288258158422
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.402.v201009081300,"org.eclipse.jst.j2ee.navigator.ui",1288258158446
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1288258159568
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1288258159575
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1288258159580
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288258159666
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1288258159732
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1288258160511
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1288258160714
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1288258160764
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1288258161126
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1288258161373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258161424
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1288258161691
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1288258164783
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258167431
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258578430
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288258580550
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1288258586299
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288258586405
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288258586538
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288258586829
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1288258587611
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288258588164
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1288258588967
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1288258589520
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1288258590431
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1288258597078
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1288258597122
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1288258597149
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1288258597250
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1288258597254
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288258618199
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1288258620485
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1288258620489
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1288258620511
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1288258620515
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1288258620695
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1288258622243
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1288258622278
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258623364
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1288258684319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258684342
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1288258691954
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1288258694920
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1288258695015
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288258695034
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288258740442
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258746024
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258783401
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1288258788045
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1288258807898
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258808271
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258810613
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258815180
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258823351
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258823474
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258841088
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258841278
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258861157
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288258866239
error,log,,,"No command output when running: 'am start -n com.glennji.play/com.glennji.play.Test3D -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1288259051276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288259293664
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288259293703
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288259302013
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288259497565
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288259498277
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288259499165
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288259539432
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288266941252
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1288267194159
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288267460390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288267940067
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288267951583
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288267957109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288268447909
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288268457043
error,log,,,"Failed to load properties file for project 'Zom nom nom'",1288269358903
error,log,,,"Failed to load properties file for project 'Zom nom nomTest'",1288269358979
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288269359231
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288269366196
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1288269380361
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288269380381
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288269388832
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288269388931
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288269388953
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1288269392595
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1288269392628
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1288269392704
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1288269392721
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1288269392744
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288269393420
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288269652909
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288269655060
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1288269680650
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288269682015
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288269683992
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288269684888
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1288269687414
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1288269688717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288269704093
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288269705091
